one= 0 (-nan) five= 0 (-nan) ten= 0 (-nan) distintos= 0 (-nan)
one= 2 (0.0126582) five= 6 (0.0379747) ten= 14 (0.0886076) distintos= 12 (0.0759494)
one= 2 (0.0133333) five= 6 (0.04) ten= 12 (0.08) distintos= 8 (0.0533333)
one= 2 (0.012987) five= 6 (0.038961) ten= 11 (0.0714286) distintos= 13 (0.0844156)
one= 1 (0.00684932) five= 6 (0.0410959) ten= 11 (0.0753425) distintos= 10 (0.0684932)
one= 2 (0.0125786) five= 6 (0.0377358) ten= 14 (0.0880503) distintos= 15 (0.0943396)
one= 2 (0.0128205) five= 7 (0.0448718) ten= 12 (0.0769231) distintos= 13 (0.0833333)
one= 5 (0.0373134) five= 6 (0.0447761) ten= 9 (0.0671642) distintos= 27 (0.201493)
one= 3 (0.0241935) five= 3 (0.0241935) ten= 5 (0.0403226) distintos= 23 (0.185484)
one= 3 (0.023622) five= 3 (0.023622) ten= 6 (0.0472441) distintos= 23 (0.181102)
one= 3 (0.0252101) five= 4 (0.0336134) ten= 9 (0.0756303) distintos= 18 (0.151261)
one= 3 (0.0241935) five= 4 (0.0322581) ten= 7 (0.0564516) distintos= 18 (0.145161)
one= 3 (0.0247934) five= 4 (0.0330579) ten= 6 (0.0495868) distintos= 23 (0.190083)
one= 3 (0.0227273) five= 3 (0.0227273) ten= 8 (0.0606061) distintos= 24 (0.181818)
one= 2 (0.0165289) five= 3 (0.0247934) ten= 8 (0.0661157) distintos= 19 (0.157025)
one= 2 (0.0152672) five= 3 (0.0229008) ten= 8 (0.0610687) distintos= 25 (0.19084)
one= 3 (0.0223881) five= 4 (0.0298507) ten= 8 (0.0597015) distintos= 26 (0.19403)
one= 3 (0.0422535) five= 3 (0.0422535) ten= 3 (0.0422535) distintos= 15 (0.211268)
one= 2 (0.0289855) five= 3 (0.0434783) ten= 3 (0.0434783) distintos= 18 (0.26087)
one= 2 (0.025974) five= 3 (0.038961) ten= 3 (0.038961) distintos= 20 (0.25974)
one= 2 (0.027027) five= 3 (0.0405405) ten= 3 (0.0405405) distintos= 17 (0.22973)
one= 2 (0.028169) five= 3 (0.0422535) ten= 3 (0.0422535) distintos= 19 (0.267606)
one= 2 (0.027027) five= 3 (0.0405405) ten= 3 (0.0405405) distintos= 20 (0.27027)
one= 2 (0.0263158) five= 4 (0.0526316) ten= 4 (0.0526316) distintos= 21 (0.276316)
one= 1 (0.0126582) five= 2 (0.0253165) ten= 2 (0.0253165) distintos= 19 (0.240506)
one= 2 (0.027027) five= 2 (0.027027) ten= 2 (0.027027) distintos= 17 (0.22973)
one= 1 (0.0133333) five= 3 (0.04) ten= 3 (0.04) distintos= 19 (0.253333)
